salinity_surface_psu,temperature_surface_°c,mean_wind_speed_prior_week_m_s⁻¹,precipitation_prior_wk_cm,irradiance_w_m⁻²,total_river_m_s⁻¹
29.6,17.0,4.9621439999999994,1.02,277.794230769231,18.93
29.6,19.0,4.157472,0.1,266.669942307692,12.16
29.6,18.0,5.275072000000001,1.12,195.408,9.76
29.6,19.5,4.4704,0.97,270.081673076923,8.049999999999999
30.4,21.5,4.425696,11.51,257.707230769231,8.129999999999999
30.7,22.5,4.91744,0.97,217.367596153846,8.06
28.6,22.0,3.933952,0.05,121.185,27.47
28.6,24.0,3.486912,0.0,213.408076923077,46.89
29.1,26.0,4.9621439999999994,0.0,260.489076923077,13.080000000000002
30.1,24.5,4.9621439999999994,2.03,242.505,8.66
29.6,21.5,4.91744,3.99,237.885576923077,6.63
30.4,20.5,4.24688,0.2,155.302269230769,9.0
29.6,20.0,4.02336,0.58,169.329538461538,11.59
30.4,19.0,4.380992,1.27,197.674192307692,12.87
30.7,19.0,4.425696,0.13,166.384153846154,8.29
30.7,18.0,4.112768,1.91,142.86375,9.14
30.7,18.0,4.559807999999999,0.0,173.398384615385,7.17
30.7,13.0,4.649216,0.2,138.479461538462,9.62
30.7,12.5,4.9621439999999994,6.6,88.3567115384615,13.98
30.7,10.5,4.380992,1.88,112.361538461538,14.2
30.4,11.0,5.275072000000001,7.29,83.1961730769231,33.809999999999995
30.7,10.0,4.738624,0.76,92.6650769230769,19.39
29.6,6.5,5.498592,1.12,73.9029807692308,51.11
29.6,5.0,4.24688,0.71,64.9759615384615,28.869999999999997
29.6,3.5,4.380992,1.52,53.8819615384615,22.53
30.7,3.0,5.498592,0.0,57.7413461538462,17.12
30.7,3.0,5.051552,0.99,73.1525576923077,18.729999999999997
30.7,3.0,5.096256,0.56,94.71,19.549999999999997
30.7,3.5,4.24688,0.0,78.6966923076923,19.05
29.4,3.5,4.69392,1.63,75.3795384615385,19.03
30.1,1.0,4.604512000000001,4.83,95.5955769230769,14.42
30.4,1.5,4.380992,0.41,86.0310769230769,18.9
28.8,1.0,5.945632,0.69,65.6290384615385,44.47
29.4,2.5,4.202176,1.83,125.343346153846,26.009999999999998
29.6,1.0,5.543296,5.64,124.428576923077,21.45
30.1,4.0,4.872736,2.06,149.258461538462,22.0
28.8,6.0,5.096256,4.37,151.47525,40.59
29.4,6.0,5.543296,5.26,141.806153846154,52.06999999999999
28.0,6.5,5.2303679999999995,0.1,98.2397307692308,67.38
25.2,7.5,4.157472,3.73,185.667692307692,62.18
28.8,7.5,4.202176,5.72,239.221634615385,67.13
27.8,10.0,4.738624,7.06,237.074461538462,39.15
29.6,10.0,3.6657279999999997,0.15,219.167307692308,73.44
26.5,14.4,4.112768,1.45,209.604307692308,93.61
27.5,15.0,4.4704,1.85,236.892326923077,58.7
28.6,15.3,4.649216,6.35,227.224615384615,36.05
28.8,17.0,4.24688,5.11,230.8175,33.17
29.1,16.5,4.291583999999999,2.54,174.032923076923,54.92999999999999
28.6,17.5,4.291583999999999,0.0,181.169653846154,59.64
26.7,21.5,3.218688,1.78,265.9525,38.42
29.4,20.5,4.157472,10.69,268.718942307692,18.42
28.8,21.5,3.442208,8.81,230.298230769231,18.82
28.6,19.5,4.02336,0.84,208.592596153846,22.07
28.6,22.5,3.79984,0.3,180.918076923077,44.06
28.6,22.0,3.978656,9.25,260.967403846154,20.24
29.4,22.5,4.02336,2.13,225.655384615385,12.81
28.8,22.5,3.7104320000000004,0.25,195.666730769231,52.41
28.6,22.0,3.79984,2.29,187.958307692308,74.81
28.3,21.0,4.157472,0.0,263.043442307692,25.689999999999998
28.8,19.5,4.4704,5.49,207.186076923077,20.549999999999997
28.8,22.0,2.7269439999999996,3.78,221.674326923077,13.87
28.8,19.5,3.6657279999999997,2.79,125.886384615385,20.08
29.6,18.0,5.006848,0.43,123.8145,43.33
29.4,17.0,4.202176,3.02,175.383692307692,32.400000000000006
29.6,13.5,4.291583999999999,10.77,160.535923076923,24.77
29.6,14.5,3.889248,0.0,148.722115384615,23.86
26.7,12.0,5.766816,6.17,54.1955192307692,103.66
25.4,13.5,2.324608,3.63,127.283230769231,88.9
27.5,12.0,3.621024,4.17,93.8545192307692,79.78
27.8,9.5,5.856224,0.66,63.6766346153846,90.96000000000001
28.6,4.5,6.3032639999999995,1.47,67.7927307692308,61.92
29.6,0.5,5.498592,2.64,66.0329038461538,31.47
29.6,-0.5,5.2303679999999995,0.53,47.3636730769231,27.26732266742178
29.6,0.75,4.425696,3.61,60.093,29.04306385388647
29.6,3.0,3.844544,1.3,58.74875,73.98725632572159
28.6,3.0,4.604512000000001,2.57,95.1468269230769,71.76652939867724
28.1,2.0,6.392672,0.36,109.169653846154,64.39640440120552
28.6,4.0,4.380992,1.17,167.601980769231,44.426003114823715
29.6,6.0,5.409184,6.71,159.66425,44.92017434922438
28.3,11.5,5.006848,3.43,220.108288461538,46.12198276733881
26.5,11.5,5.096256,3.18,136.076365384615,79.94429380473694
29.6,15.0,5.856224,0.13,249.687384615385,54.51786270504238
28.8,17.5,3.978656,2.21,277.941826923077,23.72856697882324
28.3,20.0,4.112768,3.78,215.575788461538,17.473366032240452
29.6,19.5,4.112768,3.56,173.009057692308,14.25552699176797
28.6,22.0,3.7104320000000004,5.97,110.770365384615,21.74866770494124
29.6,22.5,3.621024,3.12,182.325346153846,68.96610363868045
28.6,22.0,4.649216,0.0,142.235961538462,28.21914504156469
30.1,18.0,4.112768,0.2,167.266076923077,13.637059727756322
30.4,17.0,3.933952,7.39,156.538461538462,11.61415019922736
29.6,19.0,3.531616,2.87,93.4281923076923,42.65821443741021
28.6,13.0,4.649216,5.69,78.9612307692308,67.1680392791408
29.6,8.5,6.48208,0.48,94.5549615384615,52.507008151129654
29.6,8.5,4.559807999999999,6.15,71.604,29.220702453429336
29.6,7.5,5.14096,1.35,50.1198076923077,60.34617908213832
30.7,6.0,5.275072000000001,2.34,55.6399038461538,45.94115369834748
29.1,4.5,3.6657279999999997,3.7846,71.0457692307692,38.552962925507146
29.6,2.5,5.275072000000001,0.1778,74.5720769230769,44.9538164681135
29.6,3.0,4.24688,1.397,91.3653461538461,51.59695799033194
29.6,4.5,4.604512000000001,3.683,94.6173461538461,84.70843874517098
29.9,4.5,5.722112,7.5692,145.217461538462,63.84803705426666
28.0,7.0,4.559807999999999,0.0254,125.185153846154,52.60132885661693
29.6,8.5,4.91744,8.8392,223.990307692308,32.18198357638397
27.5,11.0,4.604512000000001,2.921,243.532692307692,58.296681094638046
28.0,14.5,4.515104,1.6002,190.428461538462,35.48148075483907
27.8,20.5,4.291583999999999,2.5654,272.230230769231,21.308114722598653
28.6,18.0,4.336288,0.3556,197.379692307692,11.346934123500741
28.8,19.5,4.02336,0.0508,204.456488830486,8.385122671466997
29.6,20.0,3.57632,1.2446,196.339184777115,8.056527173803122
30.7,24.5,4.649216,4.9784,288.614369099363,12.133263283509637
29.4,22.0,3.6657279999999997,5.08,182.405193369049,12.130175158269452
29.6,20.0,4.24688,2.794,229.848878803194,15.376029408790277
29.6,20.8,3.531616,2.921,166.522299858486,14.165150179001238
28.8,15.0,3.844544,1.3462,127.859591226119,25.70057705143504
28.6,15.5,3.7104320000000004,3.1242,136.781074648742,27.824697315992807
29.6,12.5,6.8397120000000005,0.5588,77.266200773274,25.28929552395785
29.6,9.0,4.157472,5.1816,58.5309093550996,54.38984729273275
28.6,9.0,3.531616,3.6322,68.1860500101081,58.34886693230318
28.6,7.0,4.515104,0.8382,56.5790501617305,43.01577718897268
27.5,3.0,4.202176,1.4986,63.1539027595269,34.6938929228778
29.6,5.5,4.24688,2.5908,73.8168737491155,37.79080257276349
26.5,-0.2,5.051552,6.0198,74.0097119175174,60.7274848809692
28.6,0.25,4.69392,0.2032,91.8382816132619,34.153565664124905
28.6,3.5,3.621024,0.2032,74.4789634084706,37.974470581096625
27.5,5.0,3.486912,2.6162,93.9853984130193,34.64029995347989
29.6,3.0,4.783328,1.1938,167.7187866168,44.56474606096156
27.5,6.75,5.185664,1.016,218.345884918629,63.080825428288264
27.5,7.25,4.157472,3.683,164.755662084302,48.48567666511602
28.8,11.0,4.02336,0.6604,241.678227989488,45.80246050848487
29.6,13.0,3.933952,0.1016,233.341830385121,25.922009061305403
29.6,14.5,3.7551360000000003,5.969,235.344199080158,16.92876822879796
29.1,18.0,4.425696,0.0,302.944102901041,34.77947068222728
29.4,20.5,4.112768,2.5146,235.262266754271,18.254748083574363
29.6,21.25,4.24688,1.27,261.486764176691,11.975559758095507
29.6,20.75,3.57632,1.4478,228.078626806833,11.889069598106833
29.1,22.0,3.7551360000000003,7.1882,199.577468108764,10.939429218664667
28.8,22.0,3.263392,2.921,187.526068280602,41.5805507574685
28.6,20.5,3.3528,5.1816,167.186151824522,15.49067009162436
28.8,20.5,3.57632,0.0,182.640177549783,13.264084464311003
29.6,15.3,4.559807999999999,0.0762,155.169848781967,14.91198398090653
29.6,14.5,3.531616,0.6604,120.479558627312,14.229245565421408
29.6,8.5,3.79984,2.921,50.5128918679875,21.727386177464048
29.6,9.0,3.173984,5.6642,61.2571977913676,21.024019336178473
29.6,6.0,4.112768,1.8034,57.7582125492773,44.160525474808395
27.3,4.5,4.202176,2.4638,34.9691677195997,119.26499383103089
28.6,4.5,3.486912,1.9304,43.2866130597392,95.96463117655387
28.8,2.5,3.79984,0.1524,51.0225419993935,56.81808701280312
28.6,1.0,5.9009279999999995,0.4318,86.2151343626807,51.0236902570741
27.5,1.25,5.409184,11.2522,93.2160171333266,56.92741004429524
28.6,3.0,4.9621439999999994,2.9718,119.901103861316,43.02977124249105
25.4,4.0,5.096256,3.9116,177.351973112302,74.27203110778507
25.7,4.0,5.14096,4.1402,90.9777382998079,189.10740235836647
26.5,8.0,5.096256,2.286,141.982418275548,98.42122631014743
27.3,11.5,5.36448,0.0,256.382735722228,67.34841346251092
28.6,14.75,4.24688,1.27,259.167269887799,26.48914443478085
29.6,15.5,5.409184,2.3876,272.815827352674,19.2955769503044
29.4,18.5,4.515104,0.0,269.20638431214,14.561984183167816
29.9,20.5,5.409184,0.4064,265.173001971091,9.54588135353249
29.6,20.5,4.559807999999999,1.8542,241.244939502679,7.6858663861976915
30.1,22.5,3.12928,2.4638,230.574187481047,6.636378916284056
30.7,22.0,3.933952,0.381,189.183622258162,8.01859246374467
30.7,23.0,4.02336,0.2794,215.211249115536,6.145106086041949
30.7,22.5,3.978656,0.4572,170.933293743051,6.357080965190838
30.1,20.5,4.202176,2.2098,158.974982538158,9.652952812443118
30.1,17.5,4.872736,2.4892,138.230527089862,7.76948200885904
30.1,18.5,3.621024,5.207,126.431092312746,13.168255900972879
